State,District,Year,Crop,Season,Yield,Soil_Mois,Soil_Temp
Karnataka,Mysore,2019,Soyabean,Rabi,1.26,63,25.93
Karnataka,Mysore,2019,Sunflower,Kharif,0.32,65,25.03
Karnataka,Mysore,2019,Sunflower,Rabi,0.79,66,24.04
Karnataka,Mysore,2019,Urad,Kharif,0.24,65,23.57
Karnataka,Mysore,2019,Urad,Rabi,0.5,73,24.58
Karnataka,Mysore,2020,Arhar_Tur,Kharif,0.61,66,23.57
Karnataka,Mysore,2020,Arhar_Tur,Rabi,0.21,74,23.13
Karnataka,Mysore,2020,Bajra,Kharif,1.45,65,25.82
Karnataka,Mysore,2020,Bajra,Rabi,0.18,63,25.93
Karnataka,Mysore,2020,Castor_Seed,Kharif,0.9,67,23.57
Karnataka,Mysore,2020,Castor_Seed,Rabi,1.98,66,24.04
Karnataka,Mysore,2020,Cotton,Kharif,1.68,65,25.82
Karnataka,Mysore,2020,Cotton,Rabi,0.6,73,24.58
Karnataka,Mysore,2020,Cowpea,Kharif,0.33,70,25.82
Karnataka,Mysore,2020,Cowpea,Rabi,0.7,74,23.13
Karnataka,Mysore,2020,Dry_Chillies,Kharif,1.73,70,23.57
Karnataka,Mysore,2020,Dry_Chillies,Rabi,2.1,63,25.93
Karnataka,Mysore,2020,Groundnut,Kharif,1.03,66,25.82
Karnataka,Mysore,2020,Groundnut,Rabi,2.16,66,24.04
Karnataka,Mysore,2020,Horse_Gram,Kharif,0.67,67,23.57
Karnataka,Mysore,2020,Horse_Gram,Rabi,0.57,73,24.58
Karnataka,Mysore,2020,Jowar,Kharif,1.41,66,25.03
Karnataka,Mysore,2020,Jowar,Rabi,1.08,74,23.13
Karnataka,Mysore,2020,Maize,Kharif,3.94,66,25.82
Karnataka,Mysore,2020,Maize,Rabi,3.49,63,25.93
Karnataka,Mysore,2020,Moong_Green_Gram,Kharif,0.35,65,25.03
Karnataka,Mysore,2020,Moong_Green_Gram,Rabi,0.33,66,24.04
Karnataka,Mysore,2020,Onion,Kharif,6,70,25.03
Karnataka,Mysore,2020,Onion,Rabi,12.49,73,24.58
Karnataka,Mysore,2020,Potato,Kharif,4.79,65,23.57
Karnataka,Mysore,2020,Potato,Rabi,18.79,74,23.13
Karnataka,Mysore,2020,Ragi,Kharif,1.69,70,25.03
Karnataka,Mysore,2020,Ragi,Rabi,1.54,63,25.93
Karnataka,Mysore,2020,Rice,Kharif,3.03,70,24.15
Karnataka,Mysore,2020,Rice,Rabi,2.57,66,24.04
Karnataka,Mysore,2020,Sesamum,Kharif,0.76,70,25.82
Karnataka,Mysore,2020,Sesamum,Rabi,1.55,73,24.58
Karnataka,Mysore,2020,Soyabean,Kharif,1.21,70,23.57
Karnataka,Mysore,2020,Soyabean,Rabi,1.52,74,23.13
Karnataka,Mysore,2020,Sunflower,Kharif,0.49,65,25.03
Karnataka,Mysore,2020,Sunflower,Rabi,0.79,63,25.93
Karnataka,Mysore,2020,Urad,Kharif,0.4,65,23.57
Karnataka,Mysore,2020,Urad,Rabi,0.5,66,24.04
Karnataka,Mysore,2021,Arhar_Tur,Kharif,0.42,66,23.57
Karnataka,Mysore,2021,Arhar_Tur,Rabi,0.11,73,24.58
Karnataka,Mysore,2021,Bajra,Kharif,1.1,70,25.82
Karnataka,Mysore,2021,Bajra,Rabi,0.13,74,23.13
Karnataka,Mysore,2021,Castor_Seed,Kharif,0.92,67,24.15
Karnataka,Mysore,2021,Castor_Seed,Rabi,1.76,63,25.93
Karnataka,Mysore,2021,Cotton,Kharif,1.33,67,23.57
Karnataka,Mysore,2021,Cotton,Rabi,0.8,66,24.04
Karnataka,Mysore,2021,Cowpea,Kharif,0.37,65,25.82
Karnataka,Mysore,2021,Cowpea,Rabi,0.64,73,24.58
Karnataka,Mysore,2021,Dry_Chillies,Kharif,1.36,70,24.15
Karnataka,Mysore,2021,Dry_Chillies,Rabi,2.1,74,23.13
Karnataka,Mysore,2021,Groundnut,Kharif,0.89,66,25.82
Karnataka,Mysore,2021,Groundnut,Rabi,2.16,63,25.93
Karnataka,Mysore,2021,Horse_Gram,Kharif,0.75,66,24.15
Karnataka,Mysore,2021,Horse_Gram,Rabi,0.53,66,24.04
Karnataka,Mysore,2021,Jowar,Kharif,0.92,67,25.03
Karnataka,Mysore,2021,Jowar,Rabi,1.13,73,24.58
Karnataka,Mysore,2021,Maize,Kharif,3.35,70,23.57
Karnataka,Mysore,2021,Maize,Rabi,2.96,74,23.13
Karnataka,Mysore,2021,Moong_Green_Gram,Kharif,0.28,67,25.82
Karnataka,Mysore,2021,Moong_Green_Gram,Rabi,0.33,63,25.93
Karnataka,Mysore,2021,Onion,Kharif,7.12,66,23.57
Karnataka,Mysore,2021,Onion,Rabi,10.95,66,24.04
Karnataka,Mysore,2021,Potato,Kharif,4.17,66,23.57
Karnataka,Mysore,2021,Potato,Rabi,14,73,24.58
Karnataka,Mysore,2021,Ragi,Kharif,1.58,67,25.03
Karnataka,Mysore,2021,Ragi,Rabi,1.31,74,23.13
Karnataka,Mysore,2021,Rice,Kharif,3.15,70,23.57
Karnataka,Mysore,2021,Rice,Rabi,2.57,63,25.93
Karnataka,Mysore,2021,Sesamum,Kharif,0.78,65,25.82
Karnataka,Mysore,2021,Sesamum,Rabi,1.4,66,24.04
Karnataka,Mysore,2021,Soyabean,Kharif,1.14,67,23.57
Karnataka,Mysore,2021,Soyabean,Rabi,1.39,73,24.58
Karnataka,Mysore,2021,Sunflower,Kharif,0.75,65,25.03
Karnataka,Mysore,2021,Sunflower,Rabi,1,74,23.13
Karnataka,Mysore,2021,Urad,Kharif,0.29,67,24.15
Karnataka,Mysore,2021,Urad,Rabi,0.6,63,25.93
Karnataka,Mysore,2022,Arhar_Tur,Kharif,0.31,65,25.03
Karnataka,Mysore,2022,Arhar_Tur,Rabi,0.16,66,24.04
Karnataka,Mysore,2022,Bajra,Kharif,1.38,65,25.82
Karnataka,Mysore,2022,Bajra,Rabi,0.19,73,24.58
Karnataka,Mysore,2022,Castor_Seed,Kharif,0.63,66,23.57
Karnataka,Mysore,2022,Castor_Seed,Rabi,1.62,74,23.13
Karnataka,Mysore,2022,Cotton,Kharif,1.22,67,23.57
Karnataka,Mysore,2022,Cotton,Rabi,0.89,63,25.93
Karnataka,Mysore,2022,Cowpea,Kharif,0.37,67,25.03
Karnataka,Mysore,2022,Cowpea,Rabi,0.54,66,24.04
Karnataka,Mysore,2022,Dry_Chillies,Kharif,1.52,66,23.57
Karnataka,Mysore,2022,Dry_Chillies,Rabi,2.1,73,24.58
Karnataka,Mysore,2022,Groundnut,Kharif,1.02,67,24.15
Karnataka,Mysore,2022,Groundnut,Rabi,2.16,74,23.13
Karnataka,Mysore,2022,Horse_Gram,Kharif,0.43,66,25.82
Karnataka,Mysore,2022,Horse_Gram,Rabi,0.5,63,25.93
Karnataka,Mysore,2022,Jowar,Kharif,0.45,66,25.03
Karnataka,Mysore,2022,Jowar,Rabi,1.21,66,24.04
Karnataka,Mysore,2022,Maize,Kharif,3.5,65,25.82
Karnataka,Mysore,2022,Maize,Rabi,3.34,73,24.58
Karnataka,Mysore,2022,Moong_Green_Gram,Kharif,0.29,70,23.57
Karnataka,Mysore,2022,Moong_Green_Gram,Rabi,0.25,74,23.13
Karnataka,Mysore,2022,Onion,Kharif,6.64,65,24.15
Karnataka,Mysore,2022,Onion,Rabi,13.23,63,25.93
Karnataka,Mysore,2022,Potato,Kharif,3.78,67,25.82
Karnataka,Mysore,2022,Potato,Rabi,17.82,66,24.04
Karnataka,Mysore,2022,Ragi,Kharif,1.65,66,24.15
Karnataka,Mysore,2022,Ragi,Rabi,1.41,73,24.58
Karnataka,Mysore,2022,Rice,Kharif,3.08,65,23.57
Karnataka,Mysore,2022,Rice,Rabi,2.57,74,23.13
Karnataka,Mysore,2022,Sesamum,Kharif,0.56,70,25.03
Karnataka,Mysore,2022,Sesamum,Rabi,1.46,63,25.93
Karnataka,Mysore,2022,Soyabean,Kharif,1.19,65,25.03
Karnataka,Mysore,2022,Soyabean,Rabi,1.35,66,24.04
Karnataka,Mysore,2022,Sunflower,Kharif,0.55,67,25.82
Karnataka,Mysore,2022,Sunflower,Rabi,0.79,73,24.58
Karnataka,Mysore,2022,Urad,Kharif,0.26,70,25.82
Karnataka,Mysore,2022,Urad,Rabi,0.67,74,23.13
Karnataka,Raichur,2015,Arhar_Tur,Kharif,0.42,70,24.15
Karnataka,Raichur,2015,Arhar_Tur,Rabi,0.18,63,25.93
Karnataka,Raichur,2015,Bajra,Kharif,0.76,65,23.57
Karnataka,Raichur,2015,Bajra,Rabi,0.11,66,24.04
Karnataka,Raichur,2015,Castor_Seed,Kharif,0.23,67,24.15
Karnataka,Raichur,2015,Castor_Seed,Rabi,2.13,73,24.58
Karnataka,Raichur,2015,Cotton,Kharif,2.75,65,23.57
Karnataka,Raichur,2015,Cotton,Rabi,1.2,74,23.13
Karnataka,Raichur,2015,Cowpea,Kharif,0.42,67,24.15
Karnataka,Raichur,2015,Cowpea,Rabi,0.48,63,25.93
Karnataka,Raichur,2015,Dry_Chillies,Kharif,2.11,67,25.03
Karnataka,Raichur,2015,Dry_Chillies,Rabi,2.02,66,24.04
Karnataka,Raichur,2015,Groundnut,Kharif,0.95,70,23.57
Karnataka,Raichur,2015,Groundnut,Rabi,2.16,73,24.58
Karnataka,Raichur,2015,Horse_Gram,Kharif,0.31,70,23.57
Karnataka,Raichur,2015,Horse_Gram,Rabi,0.16,74,23.13
Karnataka,Raichur,2015,Jowar,Kharif,1.51,70,25.03
Karnataka,Raichur,2015,Jowar,Rabi,0.99,63,25.93
Karnataka,Raichur,2015,Maize,Kharif,1.27,70,24.15
Karnataka,Raichur,2015,Maize,Rabi,2.49,66,24.04
Karnataka,Raichur,2015,Moong_Green_Gram,Kharif,0.12,70,25.03
Karnataka,Raichur,2015,Moong_Green_Gram,Rabi,0.26,73,24.58
Karnataka,Raichur,2015,Onion,Kharif,5.91,65,25.03
Karnataka,Raichur,2015,Onion,Rabi,5.66,74,23.13
Karnataka,Raichur,2015,Potato,Kharif,7.16,67,24.15
Karnataka,Raichur,2015,Potato,Rabi,15.87,63,25.93
Karnataka,Raichur,2015,Ragi,Kharif,1.45,65,24.15
Karnataka,Raichur,2015,Ragi,Rabi,1.42,66,24.04
Karnataka,Raichur,2015,Rice,Kharif,3.15,70,24.15
Karnataka,Raichur,2015,Rice,Rabi,2.57,73,24.58
Karnataka,Raichur,2015,Sesamum,Kharif,0.04,65,23.57
Karnataka,Raichur,2015,Sesamum,Rabi,0.98,74,23.13
Karnataka,Raichur,2015,Soyabean,Kharif,1.08,70,25.03
Karnataka,Raichur,2015,Soyabean,Rabi,1.25,63,25.93
Karnataka,Raichur,2015,Sunflower,Kharif,0.4,67,25.82
Karnataka,Raichur,2015,Sunflower,Rabi,0.29,66,24.04
Karnataka,Raichur,2015,Urad,Kharif,0.4,67,25.03
Karnataka,Raichur,2015,Urad,Rabi,0.5,73,24.58
Karnataka,Raichur,2016,Arhar_Tur,Kharif,0.79,66,25.82
Karnataka,Raichur,2016,Arhar_Tur,Rabi,0.12,74,23.13
Karnataka,Raichur,2016,Bajra,Kharif,1.44,67,25.03
Karnataka,Raichur,2016,Bajra,Rabi,0.1,63,25.93
Karnataka,Raichur,2016,Castor_Seed,Kharif,0.35,70,25.03
Karnataka,Raichur,2016,Castor_Seed,Rabi,2.59,66,24.04
Karnataka,Raichur,2016,Cotton,Kharif,3.72,70,24.15
Karnataka,Raichur,2016,Cotton,Rabi,0.77,73,24.58
Karnataka,Raichur,2016,Cowpea,Kharif,0.8,70,24.15
Karnataka,Raichur,2016,Cowpea,Rabi,0.48,74,23.13
Karnataka,Raichur,2016,Dry_Chillies,Kharif,2.01,65,25.82
Karnataka,Raichur,2016,Dry_Chillies,Rabi,2.14,63,25.93
Karnataka,Raichur,2016,Groundnut,Kharif,1.19,70,25.82
Karnataka,Raichur,2016,Groundnut,Rabi,2.16,66,24.04
Karnataka,Raichur,2016,Horse_Gram,Kharif,0.61,65,23.57
Karnataka,Raichur,2016,Horse_Gram,Rabi,0.32,73,24.58
Karnataka,Raichur,2016,Jowar,Kharif,1.16,65,23.57
Karnataka,Raichur,2016,Jowar,Rabi,0.79,74,23.13
Karnataka,Raichur,2016,Maize,Kharif,5.12,66,25.03
Karnataka,Raichur,2016,Maize,Rabi,3.24,63,25.93
Karnataka,Raichur,2016,Moong_Green_Gram,Kharif,0.36,65,25.03
Karnataka,Raichur,2016,Moong_Green_Gram,Rabi,0.26,66,24.04
Karnataka,Raichur,2016,Onion,Kharif,6.25,65,25.03
Karnataka,Raichur,2016,Onion,Rabi,14.32,73,24.58
Karnataka,Raichur,2016,Potato,Kharif,7.16,65,25.03
Karnataka,Raichur,2016,Potato,Rabi,15.87,74,23.13
Karnataka,Raichur,2016,Ragi,Kharif,1.45,65,23.57
Karnataka,Raichur,2016,Ragi,Rabi,1.42,63,25.93
Karnataka,Raichur,2016,Rice,Kharif,4.02,67,25.03
Karnataka,Raichur,2016,Rice,Rabi,2.57,66,24.04
Karnataka,Raichur,2016,Sesamum,Kharif,0.27,70,24.15
Karnataka,Raichur,2016,Sesamum,Rabi,1.26,73,24.58
Karnataka,Raichur,2016,Soyabean,Kharif,1.08,67,24.15
Karnataka,Raichur,2016,Soyabean,Rabi,1.61,74,23.13
Karnataka,Raichur,2016,Sunflower,Kharif,0.87,66,23.57
Karnataka,Raichur,2016,Sunflower,Rabi,0.19,63,25.93
Karnataka,Raichur,2016,Urad,Kharif,0.4,70,25.03
Karnataka,Raichur,2016,Urad,Rabi,0.5,66,24.04
Karnataka,Raichur,2017,Arhar_Tur,Kharif,0.71,70,24.15
Karnataka,Raichur,2017,Arhar_Tur,Rabi,0.25,73,24.58
Karnataka,Raichur,2017,Bajra,Kharif,1.33,70,25.03
Karnataka,Raichur,2017,Bajra,Rabi,0.13,74,23.13
Karnataka,Raichur,2017,Castor_Seed,Kharif,0.71,67,24.15
Karnataka,Raichur,2017,Castor_Seed,Rabi,2.3,63,25.93
Karnataka,Raichur,2017,Cotton,Kharif,2.55,66,23.57
Karnataka,Raichur,2017,Cotton,Rabi,0.77,66,24.04
Karnataka,Raichur,2017,Cowpea,Kharif,0.4,65,24.15
Karnataka,Raichur,2017,Cowpea,Rabi,0.48,73,24.58
Karnataka,Raichur,2017,Dry_Chillies,Kharif,1.88,67,23.57
Karnataka,Raichur,2017,Dry_Chillies,Rabi,2.1,74,23.13
Karnataka,Raichur,2017,Groundnut,Kharif,1.23,70,25.03
Karnataka,Raichur,2017,Groundnut,Rabi,2.16,63,25.93
Karnataka,Raichur,2017,Horse_Gram,Kharif,0.62,70,23.57
Karnataka,Raichur,2017,Horse_Gram,Rabi,0.49,66,24.04
Karnataka,Raichur,2017,Jowar,Kharif,1.51,67,25.82
Karnataka,Raichur,2017,Jowar,Rabi,1.52,73,24.58
Karnataka,Raichur,2017,Maize,Kharif,3.58,70,25.82
Karnataka,Raichur,2017,Maize,Rabi,5.82,74,23.13
Karnataka,Raichur,2017,Moong_Green_Gram,Kharif,0.33,65,25.03
Karnataka,Raichur,2017,Moong_Green_Gram,Rabi,0.26,63,25.93
Karnataka,Raichur,2017,Onion,Kharif,12,67,25.03
Karnataka,Raichur,2017,Onion,Rabi,11.59,66,24.04
Karnataka,Raichur,2017,Potato,Kharif,7.16,67,25.03
Karnataka,Raichur,2017,Potato,Rabi,15.87,73,24.58
Karnataka,Raichur,2017,Ragi,Kharif,1.45,66,24.15
Karnataka,Raichur,2017,Ragi,Rabi,1.42,74,23.13
Karnataka,Raichur,2017,Rice,Kharif,2.89,70,24.15
Karnataka,Raichur,2017,Rice,Rabi,2.57,63,25.93
Karnataka,Raichur,2017,Sesamum,Kharif,0.34,70,24.15
Karnataka,Raichur,2017,Sesamum,Rabi,1.27,66,24.04
Karnataka,Raichur,2017,Soyabean,Kharif,1.08,65,24.15
Karnataka,Raichur,2017,Soyabean,Rabi,1.54,73,24.58
Karnataka,Raichur,2017,Sunflower,Kharif,0.87,70,23.57
Karnataka,Raichur,2017,Sunflower,Rabi,0.38,74,23.13
Karnataka,Raichur,2017,Urad,Kharif,0.4,65,25.03
Karnataka,Raichur,2017,Urad,Rabi,0.5,63,25.93
Karnataka,Raichur,2018,Arhar_Tur,Kharif,0.35,67,24.15
Karnataka,Raichur,2018,Arhar_Tur,Rabi,0.22,66,24.04
Karnataka,Raichur,2018,Bajra,Kharif,0.92,66,25.03
Karnataka,Raichur,2018,Bajra,Rabi,0.19,73,24.58
Karnataka,Raichur,2018,Castor_Seed,Kharif,0.57,65,23.57
Karnataka,Raichur,2018,Castor_Seed,Rabi,1.71,74,23.13
Karnataka,Raichur,2018,Cotton,Kharif,1.77,66,24.15
Karnataka,Raichur,2018,Cotton,Rabi,0.77,63,25.93
Karnataka,Raichur,2018,Cowpea,Kharif,0.37,70,25.82
Karnataka,Raichur,2018,Cowpea,Rabi,0.48,66,24.04
Karnataka,Raichur,2018,Dry_Chillies,Kharif,1.24,67,25.82
Karnataka,Raichur,2018,Dry_Chillies,Rabi,2.1,73,24.58
Karnataka,Raichur,2018,Groundnut,Kharif,0.86,66,25.03
Karnataka,Raichur,2018,Groundnut,Rabi,2.16,74,23.13
Karnataka,Raichur,2018,Horse_Gram,Kharif,0.42,65,25.03
Karnataka,Raichur,2018,Horse_Gram,Rabi,0.42,63,25.93
Karnataka,Raichur,2018,Jowar,Kharif,1.37,65,25.82
Karnataka,Raichur,2018,Jowar,Rabi,1.39,66,24.04
Karnataka,Raichur,2018,Maize,Kharif,7.6,66,23.57
Karnataka,Raichur,2018,Maize,Rabi,3.98,73,24.58
Karnataka,Raichur,2018,Moong_Green_Gram,Kharif,0.23,67,23.57
Karnataka,Raichur,2018,Moong_Green_Gram,Rabi,0.26,74,23.13
Karnataka,Raichur,2018,Onion,Kharif,8.96,70,24.15
Karnataka,Raichur,2018,Onion,Rabi,13.26,63,25.93
Karnataka,Raichur,2018,Potato,Kharif,7.91,65,25.03
Karnataka,Raichur,2018,Potato,Rabi,15.87,66,24.04
Karnataka,Raichur,2018,Ragi,Kharif,1.2,65,25.82
Karnataka,Raichur,2018,Ragi,Rabi,1.42,73,24.58
Karnataka,Raichur,2018,Rice,Kharif,2.68,67,25.82
Karnataka,Raichur,2018,Rice,Rabi,2.57,74,23.13
Karnataka,Raichur,2018,Sesamum,Kharif,0.37,66,24.15
Karnataka,Raichur,2018,Sesamum,Rabi,1.3,63,25.93
Karnataka,Raichur,2018,Soyabean,Kharif,1,67,24.15
Karnataka,Raichur,2018,Soyabean,Rabi,1.41,66,24.04
Karnataka,Raichur,2018,Sunflower,Kharif,0.75,67,23.57
Karnataka,Raichur,2018,Sunflower,Rabi,0.39,73,24.58
Karnataka,Raichur,2018,Urad,Kharif,0,67,23.57
Karnataka,Raichur,2018,Urad,Rabi,0.5,74,23.13
Karnataka,Raichur,2019,Arhar_Tur,Kharif,0.54,67,24.15
Karnataka,Raichur,2019,Arhar_Tur,Rabi,0.26,63,25.93
Karnataka,Raichur,2019,Bajra,Kharif,1.14,67,25.82
Karnataka,Raichur,2019,Bajra,Rabi,0.13,66,24.04
Karnataka,Raichur,2019,Castor_Seed,Kharif,0.92,70,24.15
Karnataka,Raichur,2019,Castor_Seed,Rabi,2.22,73,24.58
Karnataka,Raichur,2019,Cotton,Kharif,2.43,67,25.82
Karnataka,Raichur,2019,Cotton,Rabi,0.72,74,23.13
Karnataka,Raichur,2019,Cowpea,Kharif,0.27,70,25.03
Karnataka,Raichur,2019,Cowpea,Rabi,0.49,63,25.93
Karnataka,Raichur,2019,Dry_Chillies,Kharif,1.74,70,23.57
Karnataka,Raichur,2019,Dry_Chillies,Rabi,2.1,66,24.04
Karnataka,Raichur,2019,Groundnut,Kharif,1.14,66,23.57
Karnataka,Raichur,2019,Groundnut,Rabi,2.16,73,24.58
Karnataka,Raichur,2019,Horse_Gram,Kharif,0.92,66,23.57
Karnataka,Raichur,2019,Horse_Gram,Rabi,0.55,74,23.13
Karnataka,Raichur,2019,Jowar,Kharif,1.32,67,25.82
Karnataka,Raichur,2019,Jowar,Rabi,1.95,63,25.93
Karnataka,Raichur,2019,Maize,Kharif,5.59,66,23.57
Karnataka,Raichur,2019,Maize,Rabi,4.28,66,24.04
Karnataka,Raichur,2019,Moong_Green_Gram,Kharif,0.38,65,24.15
Karnataka,Raichur,2019,Moong_Green_Gram,Rabi,0.25,73,24.58
Karnataka,Raichur,2019,Onion,Kharif,10.44,65,24.15
Karnataka,Raichur,2019,Onion,Rabi,13.95,74,23.13
Karnataka,Raichur,2019,Potato,Kharif,7,65,24.15
Karnataka,Raichur,2019,Potato,Rabi,15.48,63,25.93
Karnataka,Raichur,2019,Ragi,Kharif,1.74,70,23.57
Karnataka,Raichur,2019,Ragi,Rabi,1.42,66,24.04
Karnataka,Raichur,2019,Rice,Kharif,3.56,65,25.82
Karnataka,Raichur,2019,Rice,Rabi,2.57,73,24.58
Karnataka,Raichur,2019,Sesamum,Kharif,0.49,66,23.57
Karnataka,Raichur,2019,Sesamum,Rabi,1.29,74,23.13
Karnataka,Raichur,2019,Soyabean,Kharif,1.12,65,24.15
Karnataka,Raichur,2019,Soyabean,Rabi,1.47,63,25.93
Karnataka,Raichur,2019,Sunflower,Kharif,0.67,65,25.03
Karnataka,Raichur,2019,Sunflower,Rabi,0.53,66,24.04
Karnataka,Raichur,2019,Urad,Kharif,0.5,65,25.03
Karnataka,Raichur,2019,Urad,Rabi,0.5,73,24.58
Karnataka,Raichur,2020,Arhar_Tur,Kharif,0.71,70,24.15
Karnataka,Raichur,2020,Arhar_Tur,Rabi,0.28,74,23.13
Karnataka,Raichur,2020,Bajra,Kharif,1.6,65,25.82
Karnataka,Raichur,2020,Bajra,Rabi,0.13,63,25.93
Karnataka,Raichur,2020,Castor_Seed,Kharif,0.9,67,25.03
Karnataka,Raichur,2020,Castor_Seed,Rabi,2.68,66,24.04
Karnataka,Raichur,2020,Cotton,Kharif,3.12,66,25.03
Karnataka,Raichur,2020,Cotton,Rabi,0.59,73,24.58
Karnataka,Raichur,2020,Cowpea,Kharif,0.33,70,24.15
Karnataka,Raichur,2020,Cowpea,Rabi,0.7,74,23.13
Karnataka,Raichur,2020,Dry_Chillies,Kharif,1.72,67,25.03
Karnataka,Raichur,2020,Dry_Chillies,Rabi,2.1,63,25.93
Karnataka,Raichur,2020,Groundnut,Kharif,1.35,65,25.03
Karnataka,Raichur,2020,Groundnut,Rabi,2.16,66,24.04
Karnataka,Raichur,2020,Horse_Gram,Kharif,0.67,70,23.57
Karnataka,Raichur,2020,Horse_Gram,Rabi,0.31,73,24.58
Karnataka,Raichur,2020,Jowar,Kharif,2.01,66,25.82
Karnataka,Raichur,2020,Jowar,Rabi,1.27,74,23.13
Karnataka,Raichur,2020,Maize,Kharif,5.59,66,23.57
Karnataka,Raichur,2020,Maize,Rabi,3.83,63,25.93
Karnataka,Raichur,2020,Moong_Green_Gram,Kharif,0.42,65,23.57
Karnataka,Raichur,2020,Moong_Green_Gram,Rabi,0.3,66,24.04
Karnataka,Raichur,2020,Onion,Kharif,7.36,70,25.03
Karnataka,Raichur,2020,Onion,Rabi,12.5,73,24.58
Karnataka,Raichur,2020,Potato,Kharif,6.8,66,23.57
Karnataka,Raichur,2020,Potato,Rabi,18.81,74,23.13
Karnataka,Raichur,2020,Ragi,Kharif,1.75,70,25.82
Karnataka,Raichur,2020,Ragi,Rabi,1.54,63,25.93
Karnataka,Raichur,2020,Rice,Kharif,3.86,67,23.57
Karnataka,Raichur,2020,Rice,Rabi,2.57,66,24.04
Karnataka,Raichur,2020,Sesamum,Kharif,0.88,66,25.82
Karnataka,Raichur,2020,Sesamum,Rabi,1.7,73,24.58
Karnataka,Raichur,2020,Soyabean,Kharif,1.23,65,23.57
Karnataka,Raichur,2020,Soyabean,Rabi,1.7,74,23.13
Karnataka,Raichur,2020,Sunflower,Kharif,0.93,67,23.57
Karnataka,Raichur,2020,Sunflower,Rabi,0.28,63,25.93
Karnataka,Raichur,2020,Urad,Kharif,0.63,66,24.15
Karnataka,Raichur,2020,Urad,Rabi,0.53,66,24.04
Karnataka,Raichur,2021,Arhar_Tur,Kharif,0.53,70,25.82
Karnataka,Raichur,2021,Arhar_Tur,Rabi,0.14,73,24.58
Karnataka,Raichur,2021,Bajra,Kharif,1.09,67,25.03
Karnataka,Raichur,2021,Bajra,Rabi,0.18,74,23.13
Karnataka,Raichur,2021,Castor_Seed,Kharif,0.92,65,25.82
Karnataka,Raichur,2021,Castor_Seed,Rabi,2.32,63,25.93
Karnataka,Raichur,2021,Cotton,Kharif,2.52,67,25.03
Karnataka,Raichur,2021,Cotton,Rabi,0.8,66,24.04
Karnataka,Raichur,2021,Cowpea,Kharif,0.33,67,25.03
Karnataka,Raichur,2021,Cowpea,Rabi,0.64,73,24.58
Karnataka,Raichur,2021,Dry_Chillies,Kharif,1.52,65,23.57
Karnataka,Raichur,2021,Dry_Chillies,Rabi,2.1,74,23.13
Karnataka,Raichur,2021,Groundnut,Kharif,1.09,70,25.82
Karnataka,Raichur,2021,Groundnut,Rabi,2.16,63,25.93
Karnataka,Raichur,2021,Horse_Gram,Kharif,0.63,66,24.15
Karnataka,Raichur,2021,Horse_Gram,Rabi,0.61,66,24.04
Karnataka,Raichur,2021,Jowar,Kharif,1.62,66,24.15
Karnataka,Raichur,2021,Jowar,Rabi,1.8,73,24.58
Karnataka,Raichur,2021,Maize,Kharif,3.46,67,25.03
Karnataka,Raichur,2021,Maize,Rabi,3.45,74,23.13
Karnataka,Raichur,2021,Moong_Green_Gram,Kharif,0.27,70,23.57
Karnataka,Raichur,2021,Moong_Green_Gram,Rabi,0.31,63,25.93
Karnataka,Raichur,2021,Onion,Kharif,6.62,65,23.57
Karnataka,Raichur,2021,Onion,Rabi,10.92,66,24.04
Karnataka,Raichur,2021,Potato,Kharif,6.76,70,25.03
Karnataka,Raichur,2021,Potato,Rabi,14.25,73,24.58
Karnataka,Raichur,2021,Ragi,Kharif,1.32,67,25.82
Karnataka,Raichur,2021,Ragi,Rabi,1.34,74,23.13
Karnataka,Raichur,2021,Rice,Kharif,3.12,66,23.57
Karnataka,Raichur,2021,Rice,Rabi,2.57,63,25.93
Karnataka,Raichur,2021,Sesamum,Kharif,0.34,70,25.03
Karnataka,Raichur,2021,Sesamum,Rabi,1.19,66,24.04
Karnataka,Raichur,2021,Soyabean,Kharif,1.11,66,25.03
Karnataka,Raichur,2021,Soyabean,Rabi,1.34,73,24.58
Karnataka,Raichur,2021,Sunflower,Kharif,0.74,66,25.82
Karnataka,Raichur,2021,Sunflower,Rabi,0.78,74,23.13
Karnataka,Raichur,2021,Urad,Kharif,0.5,67,25.03
Karnataka,Raichur,2021,Urad,Rabi,0.5,63,25.93
Karnataka,Raichur,2022,Arhar_Tur,Kharif,0.54,65,25.82
Karnataka,Raichur,2022,Arhar_Tur,Rabi,0.14,66,24.04
Karnataka,Raichur,2022,Bajra,Kharif,2.12,67,24.15
Karnataka,Raichur,2022,Bajra,Rabi,0.15,73,24.58
Karnataka,Raichur,2022,Castor_Seed,Kharif,0.63,66,23.57
Karnataka,Raichur,2022,Castor_Seed,Rabi,3.09,74,23.13
Karnataka,Raichur,2022,Cotton,Kharif,4.29,66,24.15
Karnataka,Raichur,2022,Cotton,Rabi,0.9,63,25.93
Karnataka,Raichur,2022,Cowpea,Kharif,0.4,67,25.82
Karnataka,Raichur,2022,Cowpea,Rabi,0.59,66,24.04
Karnataka,Raichur,2022,Dry_Chillies,Kharif,1.48,66,25.82
Karnataka,Raichur,2022,Dry_Chillies,Rabi,2.1,73,24.58
Karnataka,Raichur,2022,Groundnut,Kharif,1.3,70,23.57
