Districts,Year,Season,Crops,Yield,Soil_Mois,Soil_Temp
Guntur,2022,Rabi,Urad,1730,29.32,27.58
Guntur,2022,Kharif,Cotton,3250,25.4,26.4
Guntur,2022,Rabi,Cotton,2000,26.52,28.18
Vishakapatanam,2018,Kharif,Groundnut,1510,15.6,26.36
Vishakapatanam,2018,Rabi,Groundnut,1700,26.52,28.18
Vishakapatanam,2018,Kharif,Maize,2790,15.6,26.36
Vishakapatanam,2018,Rabi,Maize,7080,26.52,28.18
Vishakapatanam,2018,Kharif,Onion,0,15.6,26.36
Vishakapatanam,2018,Rabi,Onion,13920,26.52,28.18
Vishakapatanam,2018,Kharif,Urad,340,15.6,26.36
Vishakapatanam,2018,Rabi,Urad,550,26.52,28.18
Vishakapatanam,2018,Kharif,Cotton,1480,15.6,26.36
Vishakapatanam,2018,Rabi,Cotton,3500,25.88,28.69
Vishakapatanam,2019,Kharif,Groundnut,1470,19.68,26.34
Vishakapatanam,2019,Rabi,Groundnut,1660,25.88,28.69
Vishakapatanam,2019,Kharif,Maize,3370,19.68,26.34
Vishakapatanam,2019,Rabi,Maize,7170,25.88,28.69
Vishakapatanam,2019,Kharif,Onion,3370,19.68,26.34
Vishakapatanam,2019,Rabi,Onion,7170,25.88,28.69
Vishakapatanam,2019,Kharif,Urad,3370,19.68,26.34
Vishakapatanam,2019,Rabi,Urad,7170,25.88,28.69
Vishakapatanam,2019,Kharif,Cotton,410,19.68,26.34
Vishakapatanam,2019,Rabi,Cotton,430,23.48,28.69
Vishakapatanam,2020,Kharif,Groundnut,2110,20.52,26.34
Vishakapatanam,2020,Rabi,Groundnut,1380,23.48,28.69
Vishakapatanam,2020,Kharif,Maize,3190,20.52,26.34
Vishakapatanam,2020,Rabi,Maize,7100,23.48,28.69
Vishakapatanam,2020,Kharif,Onion,3750,20.52,26.34
Vishakapatanam,2020,Rabi,Onion,3990,23.48,28.69
Vishakapatanam,2020,Kharif,Urad,670,20.52,26.34
Vishakapatanam,2020,Rabi,Urad,390,23.48,28.69
Vishakapatanam,2020,Kharif,Cotton,810,20.52,26.34
Vishakapatanam,2020,Rabi,Cotton,1630,22.52,28.65
Vishakapatanam,2021,Kharif,Groundnut,1740,21.4,26.45
Vishakapatanam,2021,Rabi,Groundnut,1630,22.52,28.65
Vishakapatanam,2021,Kharif,Maize,3350,21.4,26.45
Vishakapatanam,2021,Rabi,Maize,4480,22.52,28.65
Vishakapatanam,2021,Kharif,Onion,1250,21.4,26.45
Vishakapatanam,2021,Rabi,Onion,6530,22.52,28.65
Vishakapatanam,2021,Kharif,Urad,610,21.4,26.45
Vishakapatanam,2021,Rabi,Urad,450,22.52,28.65
Vishakapatanam,2021,Kharif,Cotton,1150,21.4,26.45
Vishakapatanam,2021,Rabi,Cotton,2790,25.08,28.48
Vishakapatanam,2022,Kharif,Groundnut,3100,19.6,26.17
Vishakapatanam,2022,Rabi,Groundnut,3830,25.08,28.48
Vishakapatanam,2022,Kharif,Maize,4170,19.6,26.17
Vishakapatanam,2022,Rabi,Maize,5340,25.08,28.48
Vishakapatanam,2022,Kharif,Onion,2730,19.6,26.17
Vishakapatanam,2022,Rabi,Onion,6020,25.08,28.48
Vishakapatanam,2022,Kharif,Urad,1070,19.6,26.17
Vishakapatanam,2022,Rabi,Urad,1260,25.08,28.48
Vishakapatanam,2022,Kharif,Cotton,810,19.6,26.17
Vishakapatanam,2022,Rabi,Cotton,1630,31.12,26.53
WestGodavari,2018,Kharif,Groundnut,2110,20.72,27.09
WestGodavari,2018,Rabi,Groundnut,1380,31.12,26.53
WestGodavari,2018,Kharif,Maize,3190,20.72,27.09
WestGodavari,2018,Rabi,Maize,7100,31.12,26.53
WestGodavari,2018,Kharif,Onion,3750,20.72,27.09
WestGodavari,2018,Rabi,Onion,3990,31.12,26.53
WestGodavari,2018,Kharif,Urad,670,20.72,27.09
WestGodavari,2018,Rabi,Urad,390,31.12,26.53
WestGodavari,2018,Kharif,Cotton,810,20.72,27.09
WestGodavari,2018,Rabi,Cotton,1630,31.12,27.15
WestGodavari,2019,Kharif,Groundnut,3100,23.36,26.07
WestGodavari,2019,Rabi,Groundnut,3830,31.12,27.15
WestGodavari,2019,Kharif,Maize,4170,23.36,26.07
WestGodavari,2019,Rabi,Maize,5340,31.12,27.15
WestGodavari,2019,Kharif,Onion,2730,23.36,26.07
WestGodavari,2019,Rabi,Onion,6020,31.12,27.15
WestGodavari,2019,Kharif,Urad,1070,23.36,26.07
WestGodavari,2019,Rabi,Urad,1260,31.12,27.15
WestGodavari,2019,Kharif,Cotton,810,23.36,26.07
WestGodavari,2019,Rabi,Cotton,1630,36.92,26.64
WestGodavari,2020,Kharif,Groundnut,1470,25.6,26
WestGodavari,2020,Rabi,Groundnut,1660,36.92,26.64
WestGodavari,2020,Kharif,Maize,3370,25.6,26
WestGodavari,2020,Rabi,Maize,7170,36.92,26.64
WestGodavari,2020,Kharif,Onion,3370,25.6,26
WestGodavari,2020,Rabi,Onion,7170,36.92,26.64
WestGodavari,2020,Kharif,Urad,3370,25.6,26
WestGodavari,2020,Rabi,Urad,7170,36.92,26.64
WestGodavari,2020,Kharif,Cotton,410,25.6,26
WestGodavari,2020,Rabi,Cotton,430,34.2,26.87
WestGodavari,2021,Kharif,Groundnut,1740,26.88,25.42
WestGodavari,2021,Rabi,Groundnut,1630,34.2,26.87
WestGodavari,2021,Kharif,Maize,3350,26.88,25.42
WestGodavari,2021,Rabi,Maize,4480,34.2,26.87
WestGodavari,2021,Kharif,Onion,1250,26.88,25.42
WestGodavari,2021,Rabi,Onion,6530,34.2,26.87
WestGodavari,2021,Kharif,Urad,610,26.88,25.42
WestGodavari,2021,Rabi,Urad,450,34.2,26.87
WestGodavari,2021,Kharif,Cotton,1150,26.88,25.42
WestGodavari,2021,Rabi,Cotton,2790,35,26.36
WestGodavari,2022,Kharif,Groundnut,1510,24.88,25.45
WestGodavari,2022,Rabi,Groundnut,1700,35,26.36
WestGodavari,2022,Kharif,Maize,2790,24.88,25.45
WestGodavari,2022,Rabi,Maize,7080,35,26.36
WestGodavari,2022,Kharif,Onion,0,24.88,25.45
WestGodavari,2022,Rabi,Onion,13920,35,26.36
WestGodavari,2022,Kharif,Urad,340,24.88,25.45
WestGodavari,2022,Rabi,Urad,550,35,26.36
WestGodavari,2022,Kharif,Cotton,1480,24.88,25.45
WestGodavari,2022,Rabi,Cotton,3500,17.2,26.36
East godavari,2015,Rabi,Groundnut,2930,26,26.35
East godavari,2015,Kharif,Groundnut,2000,17.2,28.67
East godavari,2015,Rabi,Maize,2090,26,26.35
East godavari,2015,Kharif,Maize,2920,17.2,28.67
East godavari,2015,Rabi,Onion,3810,26,26.35
East godavari,2015,Kharif,Onion,9710,17.2,28.67
East godavari,2015,Rabi,Urad,16710,24.8,26.35
East godavari,2015,Kharif,Urad,14200,14.4,27.35
East godavari,2015,Rabi,Cotton,1070,24.8,25.58
East godavari,2015,Kharif,Cotton,530,14.4,27.35
East godavari,2016,Rabi,Groundnut,2650,24.8,25.58
East godavari,2016,Kharif,Groundnut,2000,14.4,27.35
East godavari,2016,Rabi,Maize,2240,24.8,25.58
East godavari,2016,Kharif,Maize,3090,14.4,27.35
East godavari,2016,Rabi,Onion,4070,24.8,25.58
East godavari,2016,Kharif,Onion,8770,14.4,27.35
East godavari,2016,Rabi,Urad,16030,26,25.58
East godavari,2016,Kharif,Urad,22330,18.8,28.59
East godavari,2016,Rabi,Cotton,910,26,25.5
East godavari,2016,Kharif,Cotton,650,18.8,28.59
East godavari,2017,Rabi,Groundnut,2180,26,25.5
East godavari,2017,Kharif,Groundnut,2000,18.8,28.59
East godavari,2017,Rabi,Maize,2570,26,25.5
East godavari,2017,Kharif,Maize,3150,18.8,28.59
East godavari,2017,Rabi,Onion,4250,26,25.5
East godavari,2017,Kharif,Onion,9790,18.8,28.59
East godavari,2017,Rabi,Urad,0,26.4,25.5
East godavari,2017,Kharif,Urad,100000,16,28.61
East godavari,2017,Rabi,Cotton,1200,26.4,25.4
East godavari,2017,Kharif,Cotton,790,16,28.61
East godavari,2018,Rabi,Groundnut,2650,26.4,25.4
East godavari,2018,Kharif,Groundnut,2000,16,28.61
East godavari,2018,Rabi,Maize,2570,26.4,25.4
East godavari,2018,Kharif,Maize,2930,16,28.61
East godavari,2018,Rabi,Onion,4270,26.4,25.4
East godavari,2018,Kharif,Onion,8130,16,28.61
East godavari,2018,Rabi,Urad,0,22,25.4
East godavari,2018,Kharif,Urad,196000,14.8,27.96
East godavari,2018,Rabi,Cotton,1150,22,25.67
East godavari,2018,Kharif,Cotton,650,14.8,27.96
East godavari,2019,Rabi,Groundnut,510,22,25.67
East godavari,2019,Kharif,Groundnut,2000,14.8,27.96
East godavari,2019,Rabi,Maize,3000,22,25.67
East godavari,2019,Kharif,Maize,2950,14.8,27.96
East godavari,2019,Rabi,Onion,4940,22,25.67
East godavari,2019,Kharif,Onion,9490,14.8,27.96
East godavari,2019,Rabi,Urad,0,22.4,25.67
East godavari,2019,Kharif,Urad,22080,14,28.87
East godavari,2019,Rabi,Cotton,1070,22.4,25.44
East godavari,2019,Kharif,Cotton,850,14,28.87
East godavari,2020,Rabi,Groundnut,2300,22.4,25.44
East godavari,2020,Kharif,Groundnut,2000,14,28.87
East godavari,2020,Rabi,Maize,3420,22.4,25.44
East godavari,2020,Kharif,Maize,3060,14,28.87
East godavari,2020,Rabi,Onion,2660,22.4,25.44
East godavari,2020,Kharif,Onion,7870,14,28.87
East godavari,2020,Rabi,Urad,0,24.8,25.44
East godavari,2020,Kharif,Urad,22080,18.8,27.85
East godavari,2020,Rabi,Cotton,1200,24.8,25.19
East godavari,2020,Kharif,Cotton,930,18.8,27.85
East godavari,2021,Rabi,Groundnut,3690,24.8,25.19
East godavari,2021,Kharif,Groundnut,2000,18.8,27.85
East godavari,2021,Rabi,Maize,3180,24.8,25.19
East godavari,2021,Kharif,Maize,3320,18.8,27.85
East godavari,2021,Rabi,Onion,2350,24.8,25.19
East godavari,2021,Kharif,Onion,9450,18.8,27.85
East godavari,2021,Rabi,Urad,0,26.8,25.19
East godavari,2021,Kharif,Urad,22080,18,28
East godavari,2021,Rabi,Cotton,930,26.8,26.56
East godavari,2021,Kharif,Cotton,1260,18,28
East godavari,2022,Rabi,Groundnut,2810,26.8,26.56
East godavari,2022,Kharif,Groundnut,2000,18,28
East godavari,2022,Rabi,Maize,3100,26.8,26.56
East godavari,2022,Kharif,Maize,3110,18,28
East godavari,2022,Rabi,Onion,4180,26.8,26.56
East godavari,2022,Kharif,Onion,10550,18,28
East godavari,2022,Rabi,Urad,0,26,26.56
East godavari,2022,Kharif,Urad,22080,19.6,28.87
East godavari,2022,Rabi,Cotton,1580,26,26.7
East godavari,2022,Kharif,Cotton,1210,19.6,28.87
Kadapa,2015,Rabi,Groundnut,1420,26,26.7
Kadapa,2015,Kharif,Groundnut,1430,19.6,28.87
Kadapa,2015,Rabi,Maize,1280,26,26.7
Kadapa,2015,Kharif,Maize,2140,19.6,28.87
Kadapa,2015,Rabi,Onion,3530,26,26.7
Kadapa,2015,Kharif,Onion,1380,19.6,28.87
Kadapa,2015,Rabi,Urad,10480,27.6,26.7
Kadapa,2015,Kharif,Urad,12890,15.2,27.04
Kadapa,2015,Rabi,Cotton,500,27.6,26.64
Kadapa,2015,Kharif,Cotton,860,15.2,27.04
Kadapa,2016,Rabi,Groundnut,930,27.6,26.64
Kadapa,2016,Kharif,Groundnut,920,15.2,27.04
Kadapa,2016,Rabi,Maize,380,27.6,26.64
Kadapa,2016,Kharif,Maize,3430,15.2,27.04
Kadapa,2016,Rabi,Onion,4230,27.6,26.64
Kadapa,2016,Kharif,Onion,5310,15.2,27.04
Kadapa,2016,Rabi,Urad,12660,24.8,26.64
Kadapa,2016,Kharif,Urad,13380,20.8,27.75
Kadapa,2016,Rabi,Cotton,730,24.8,25.43
Kadapa,2016,Kharif,Cotton,640,20.8,27.75
Kadapa,2017,Rabi,Groundnut,720,24.8,25.43
Kadapa,2017,Kharif,Groundnut,720,20.8,27.75
Kadapa,2017,Rabi,Maize,1560,24.8,25.43
Kadapa,2017,Kharif,Maize,1690,20.8,27.75
Kadapa,2017,Rabi,Onion,4990,24.8,25.43
Kadapa,2017,Kharif,Onion,13750,20.8,27.75
Kadapa,2017,Rabi,Urad,10850,25.6,25.43
Kadapa,2017,Kharif,Urad,34120,14.8,28.36
Kadapa,2017,Rabi,Cotton,580,25.6,26.39
Kadapa,2017,Kharif,Cotton,1430,14.8,28.36
Kadapa,2018,Rabi,Groundnut,2040,25.6,26.39
Kadapa,2018,Kharif,Groundnut,2040,14.8,28.36
Kadapa,2018,Rabi,Maize,520,25.6,26.39
Kadapa,2018,Kharif,Maize,970,14.8,28.36
Kadapa,2018,Rabi,Onion,4020,25.6,26.39
Kadapa,2018,Kharif,Onion,2690,14.8,28.36
Kadapa,2018,Rabi,Urad,7830,23.2,26.39
Kadapa,2018,Kharif,Urad,54500,14.4,28.4
Kadapa,2018,Rabi,Cotton,430,23.2,25.54
Kadapa,2018,Kharif,Cotton,440,14.4,28.4
Kadapa,2019,Rabi,Groundnut,710,23.2,25.54
Kadapa,2019,Kharif,Groundnut,4200,14.4,28.4
Kadapa,2019,Rabi,Maize,1580,23.2,25.54
Kadapa,2019,Kharif,Maize,2940,14.4,28.4
Kadapa,2019,Rabi,Onion,4500,23.2,25.54
Kadapa,2019,Kharif,Onion,0,14.4,28.4
Kadapa,2019,Rabi,Urad,22000,24,25.54
Kadapa,2019,Kharif,Urad,21450,16.4,27.4
Kadapa,2019,Rabi,Cotton,1150,24,25.51
Kadapa,2019,Kharif,Cotton,920,16.4,27.4
Kadapa,2020,Rabi,Groundnut,1030,24,25.51
Kadapa,2020,Kharif,Groundnut,1030,16.4,27.4
Kadapa,2020,Rabi,Maize,970,24,25.51
Kadapa,2020,Kharif,Maize,1970,16.4,27.4
Kadapa,2020,Rabi,Onion,2060,24,25.51
Kadapa,2020,Kharif,Onion,5780,16.4,27.4
Kadapa,2020,Rabi,Urad,22000,24,25.51
Kadapa,2020,Kharif,Urad,21450,14.8,28.16
Kadapa,2020,Rabi,Cotton,560,24,26.18
Kadapa,2020,Kharif,Cotton,770,14.8,28.16
Kadapa,2021,Rabi,Groundnut,1840,24,26.18
Kadapa,2021,Kharif,Groundnut,1840,14.8,28.16
Kadapa,2021,Rabi,Maize,810,24,26.18
Kadapa,2021,Kharif,Maize,2110,14.8,28.16
Kadapa,2021,Rabi,Onion,3000,24,26.18
Kadapa,2021,Kharif,Onion,3250,14.8,28.16
Kadapa,2021,Rabi,Urad,22000,25.6,26.18
Kadapa,2021,Kharif,Urad,21450,15.2,28.27
Kadapa,2021,Rabi,Cotton,670,25.6,26.33
Kadapa,2021,Kharif,Cotton,830,15.2,28.27
Kadapa,2022,Rabi,Groundnut,750,25.6,26.33
Kadapa,2022,Kharif,Groundnut,1830,15.2,28.27
Kadapa,2022,Rabi,Maize,1700,25.6,26.33
Kadapa,2022,Kharif,Maize,2710,15.2,28.27
Kadapa,2022,Rabi,Onion,2930,25.6,26.33
Kadapa,2022,Kharif,Onion,3610,15.2,28.27
Kadapa,2022,Rabi,Urad,22000,26.4,26.33
Kadapa,2022,Kharif,Urad,21450,16.4,27.85
Kadapa,2022,Rabi,Cotton,400,26.4,25.3
Kadapa,2022,Kharif,Cotton,1230,16.4,27.85
Krishna,2015,Rabi,Groundnut,3800,26.4,25.3
Krishna,2015,Kharif,Groundnut,1830,16.4,27.85
Krishna,2015,Rabi,Maize,3410,26.4,25.3
Krishna,2015,Kharif,Maize,3370,16.4,27.85
Krishna,2015,Rabi,Onion,4040,26.4,25.3
Krishna,2015,Kharif,Onion,6190,16.4,27.85
Krishna,2015,Rabi,Urad,22000,28,25.3
Krishna,2015,Kharif,Urad,21450,20.8,28.97
Krishna,2015,Rabi,Cotton,1180,28,25.18
Krishna,2015,Kharif,Cotton,1260,20.8,28.97
Krishna,2016,Rabi,Groundnut,4270,28,25.18
Krishna,2016,Kharif,Groundnut,1830,20.8,28.97
Krishna,2016,Rabi,Maize,4410,28,25.18
Krishna,2016,Kharif,Maize,2980,20.8,28.97
Krishna,2016,Rabi,Onion,4340,28,25.18
Krishna,2016,Kharif,Onion,7410,20.8,28.97
Krishna,2016,Rabi,Urad,24000,26.4,25.18
Krishna,2016,Kharif,Urad,21450,21.6,28.39
Krishna,2016,Rabi,Cotton,920,26.4,26.35
Krishna,2016,Kharif,Cotton,770,21.6,28.39
Krishna,2017,Rabi,Groundnut,4050,26.4,26.35
Krishna,2017,Kharif,Groundnut,1830,21.6,28.39
Krishna,2017,Rabi,Maize,2720,26.4,26.35
Krishna,2017,Kharif,Maize,3580,21.6,28.39
Krishna,2017,Rabi,Onion,5070,26.4,26.35
Krishna,2017,Kharif,Onion,6930,21.6,28.39
Krishna,2017,Rabi,Urad,24000,23.6,26.35
Krishna,2017,Kharif,Urad,21450,16.4,27.96
Krishna,2017,Rabi,Cotton,1190,23.6,25.18
Krishna,2017,Kharif,Cotton,1180,16.4,27.96
Krishna,2018,Rabi,Groundnut,3700,23.6,25.18
Krishna,2018,Kharif,Groundnut,1830,16.4,27.96
Krishna,2018,Rabi,Maize,4070,23.6,25.18
Krishna,2018,Kharif,Maize,4320,16.4,27.96
Krishna,2018,Rabi,Onion,3510,23.6,25.18
Krishna,2018,Kharif,Onion,6570,16.4,27.96
Krishna,2018,Rabi,Urad,24000,25.2,25.18
Krishna,2018,Kharif,Urad,21450,18.4,28.91
Krishna,2018,Rabi,Cotton,1050,25.2,25.66
Krishna,2018,Kharif,Cotton,1290,18.4,28.91
Krishna,2019,Rabi,Groundnut,780,25.2,25.66
Krishna,2019,Kharif,Groundnut,1830,18.4,28.91
Krishna,2019,Rabi,Maize,4150,25.2,25.66
Krishna,2019,Kharif,Maize,4140,18.4,28.91
Krishna,2019,Rabi,Onion,5280,25.2,25.66
Krishna,2019,Kharif,Onion,5910,18.4,28.91
Krishna,2019,Rabi,Urad,24000,27.2,25.66
Krishna,2019,Kharif,Urad,21450,19.2,27.2
Krishna,2019,Rabi,Cotton,1260,27.2,26.15
Krishna,2019,Kharif,Cotton,1400,19.2,27.2
Krishna,2020,Rabi,Groundnut,2330,27.2,26.15
Krishna,2020,Kharif,Groundnut,1830,19.2,27.2
Krishna,2020,Rabi,Maize,2300,27.2,26.15
Krishna,2020,Kharif,Maize,3060,19.2,27.2
Krishna,2020,Rabi,Onion,4900,27.2,26.15
Krishna,2020,Kharif,Onion,5860,19.2,27.2
Krishna,2020,Rabi,Urad,24000,24.4,26.15
Krishna,2020,Kharif,Urad,21450,18,28.54
Krishna,2020,Rabi,Cotton,1150,24.4,26.04
Krishna,2020,Kharif,Cotton,1340,18,28.54
Krishna,2021,Rabi,Groundnut,3800,24.4,26.04
Krishna,2021,Kharif,Groundnut,1830,18,28.54
Krishna,2021,Rabi,Maize,2640,24.4,26.04
Krishna,2021,Kharif,Maize,3370,18,28.54
Krishna,2021,Rabi,Onion,4170,24.4,26.04
Krishna,2021,Kharif,Onion,5550,18,28.54
Krishna,2021,Rabi,Urad,24000,26,26.04
Krishna,2021,Kharif,Urad,21450,14.4,28.43
Krishna,2021,Rabi,Cotton,710,26,25.86
Krishna,2021,Kharif,Cotton,1330,14.4,28.43
Krishna,2022,Rabi,Groundnut,2810,26,25.86
Krishna,2022,Kharif,Groundnut,1830,14.4,28.43
Krishna,2022,Rabi,Maize,2500,26,25.86
Krishna,2022,Kharif,Maize,2930,14.4,28.43
Krishna,2022,Rabi,Onion,4180,26,25.86
Krishna,2022,Kharif,Onion,7830,14.4,28.43
Krishna,2022,Rabi,Urad,24000,22.4,25.86
Krishna,2022,Kharif,Urad,21450,21.6,27.54
Krishna,2022,Rabi,Cotton,1370,22.4,25.89
Krishna,2022,Kharif,Cotton,1640,21.6,27.54
Kurnool,2015,Rabi,Groundnut,1830,22.4,25.89
Kurnool,2015,Kharif,Groundnut,1710,21.6,27.54
Kurnool,2015,Rabi,Maize,910,22.4,25.89
Kurnool,2015,Kharif,Maize,2050,21.6,27.54
Kurnool,2015,Rabi,Onion,4020,22.4,25.89
Kurnool,2015,Kharif,Onion,4310,21.6,27.54
Kurnool,2015,Rabi,Urad,17420,22.4,25.89
Kurnool,2015,Kharif,Urad,19680,21.2,27.38
Kurnool,2015,Rabi,Cotton,900,22.4,25.86
Kurnool,2015,Kharif,Cotton,1190,21.2,27.38
Kurnool,2016,Rabi,Groundnut,3020,22.4,25.86
Kurnool,2016,Kharif,Groundnut,1710,21.2,27.38
Kurnool,2016,Rabi,Maize,870,22.4,25.86
Kurnool,2016,Kharif,Maize,2060,21.2,27.38
Kurnool,2016,Rabi,Onion,5370,22.4,25.86
Kurnool,2016,Kharif,Onion,5720,21.2,27.38
Kurnool,2016,Rabi,Urad,17240,26.4,25.86
Kurnool,2016,Kharif,Urad,25110,18.8,27.67
Kurnool,2016,Rabi,Cotton,1320,26.4,26.94
Kurnool,2016,Kharif,Cotton,1530,18.8,27.67
Kurnool,2017,Rabi,Groundnut,2830,26.4,26.94
Kurnool,2017,Kharif,Groundnut,1710,18.8,27.67
Kurnool,2017,Rabi,Maize,1420,26.4,26.94
Kurnool,2017,Kharif,Maize,2100,18.8,27.67
Kurnool,2017,Rabi,Onion,5580,26.4,26.94
Kurnool,2017,Kharif,Onion,5050,18.8,27.67
Kurnool,2017,Rabi,Urad,44070,26,26.94
Kurnool,2017,Kharif,Urad,24850,16.4,27.75
Kurnool,2017,Rabi,Cotton,820,26,25.6
Kurnool,2017,Kharif,Cotton,1340,16.4,27.75
Kurnool,2018,Rabi,Groundnut,1170,26,25.6
Kurnool,2018,Kharif,Groundnut,1710,16.4,27.75
Kurnool,2018,Rabi,Maize,480,26,25.6
Kurnool,2018,Kharif,Maize,2100,16.4,27.75
Kurnool,2018,Rabi,Onion,4540,26,25.6
Kurnool,2018,Kharif,Onion,4950,16.4,27.75
Kurnool,2018,Rabi,Urad,30800,26.4,25.6
Kurnool,2018,Kharif,Urad,57840,19.6,28.28
Kurnool,2018,Rabi,Cotton,920,26.4,26.68
Kurnool,2018,Kharif,Cotton,1220,19.6,28.28
Kurnool,2019,Rabi,Groundnut,560,26.4,26.68
Kurnool,2019,Kharif,Groundnut,1710,19.6,28.28
Kurnool,2019,Rabi,Maize,1570,26.4,26.68
Kurnool,2019,Kharif,Maize,2690,19.6,28.28
Kurnool,2019,Rabi,Onion,5440,26.4,26.68
Kurnool,2019,Kharif,Onion,4980,19.6,28.28
Kurnool,2019,Rabi,Urad,21970,23.2,26.68
Kurnool,2019,Kharif,Urad,20850,14.8,27.77
Kurnool,2019,Rabi,Cotton,730,23.2,25.03
Kurnool,2019,Kharif,Cotton,1410,14.8,27.77
Kurnool,2020,Rabi,Groundnut,3130,23.2,25.03
Kurnool,2020,Kharif,Groundnut,3330,14.8,27.77
Kurnool,2020,Rabi,Maize,1010,23.2,25.03
Kurnool,2020,Kharif,Maize,2060,14.8,27.77
Kurnool,2020,Rabi,Onion,3880,23.2,25.03
Kurnool,2020,Kharif,Onion,4590,14.8,27.77
Kurnool,2020,Rabi,Urad,21970,27.6,25.03
Kurnool,2020,Kharif,Urad,20850,19.2,28.46
Kurnool,2020,Rabi,Cotton,900,27.6,26.97
Kurnool,2020,Kharif,Cotton,1550,19.2,28.46
Kurnool,2021,Rabi,Groundnut,1910,27.6,26.97
Kurnool,2021,Kharif,Groundnut,2000,19.2,28.46
Kurnool,2021,Rabi,Maize,710,27.6,26.97
Kurnool,2021,Kharif,Maize,1800,19.2,28.46
Kurnool,2021,Rabi,Onion,3920,27.6,26.97
Kurnool,2021,Kharif,Onion,5150,19.2,28.46
Kurnool,2021,Rabi,Urad,21970,24,26.97
Kurnool,2021,Kharif,Urad,20850,15.2,27.49
Kurnool,2021,Rabi,Cotton,1120,24,26.48
Kurnool,2021,Kharif,Cotton,1720,15.2,27.49
Kurnool,2022,Rabi,Groundnut,2260,24,26.48
Kurnool,2022,Kharif,Groundnut,2000,15.2,27.49
Kurnool,2022,Rabi,Maize,1010,24,26.48
Kurnool,2022,Kharif,Maize,2730,15.2,27.49
Kurnool,2022,Rabi,Onion,4540,24,26.48
Kurnool,2022,Kharif,Onion,5020,15.2,27.49
Kurnool,2022,Rabi,Urad,21970,24,26.48
Kurnool,2022,Kharif,Urad,20850,18.4,27.79
Kurnool,2022,Rabi,Cotton,740,24,26.68
Kurnool,2022,Kharif,Cotton,1390,18.4,27.79
Prakasam,2015,Rabi,Groundnut,2820,24,26.68
Prakasam,2015,Kharif,Groundnut,2810,18.4,27.79
Prakasam,2015,Rabi,Maize,3250,24,26.68
Prakasam,2015,Kharif,Maize,2750,18.4,27.79
Prakasam,2015,Rabi,Onion,5610,24,26.68
Prakasam,2015,Kharif,Onion,5770,18.4,27.79
Prakasam,2015,Rabi,Urad,16720,25.6,26.68
Prakasam,2015,Kharif,Urad,14220,19.6,27.5
Prakasam,2015,Rabi,Cotton,500,25.6,26.41
Prakasam,2015,Kharif,Cotton,620,19.6,27.5
Prakasam,2016,Rabi,Groundnut,3080,25.6,26.41
Prakasam,2016,Kharif,Groundnut,3080,19.6,27.5
Prakasam,2016,Rabi,Maize,2670,25.6,26.41
Prakasam,2016,Kharif,Maize,3240,19.6,27.5
Prakasam,2016,Rabi,Onion,3020,25.6,26.41
Prakasam,2016,Kharif,Onion,8040,19.6,27.5
Prakasam,2016,Rabi,Urad,24110,25.2,26.41
Prakasam,2016,Kharif,Urad,22330,15.2,27.22
Prakasam,2016,Rabi,Cotton,210,25.2,25.51
Prakasam,2016,Kharif,Cotton,330,15.2,27.22
Prakasam,2017,Rabi,Groundnut,2400,25.2,25.51
Prakasam,2017,Kharif,Groundnut,2400,15.2,27.22
Prakasam,2017,Rabi,Maize,2390,25.2,25.51
Prakasam,2017,Kharif,Maize,2520,15.2,27.22
Prakasam,2017,Rabi,Onion,4380,25.2,25.51
Prakasam,2017,Kharif,Onion,6470,15.2,27.22
Prakasam,2017,Rabi,Urad,0,23.6,25.51
Prakasam,2017,Kharif,Urad,69570,18.8,27.4
Prakasam,2017,Rabi,Cotton,440,23.6,26.13
Prakasam,2017,Kharif,Cotton,330,18.8,27.4
Prakasam,2018,Rabi,Groundnut,2010,23.6,26.13
Prakasam,2018,Kharif,Groundnut,2010,18.8,27.4
Prakasam,2018,Rabi,Maize,3840,23.6,26.13
Prakasam,2018,Kharif,Maize,3950,18.8,27.4
Prakasam,2018,Rabi,Onion,1800,23.6,26.13
Prakasam,2018,Kharif,Onion,4740,18.8,27.4
Prakasam,2018,Rabi,Urad,0,24,26.13
Prakasam,2018,Kharif,Urad,140000,16.8,28.37
Prakasam,2018,Rabi,Cotton,400,24,27
Prakasam,2018,Kharif,Cotton,400,16.8,28.37
Prakasam,2019,Rabi,Groundnut,490,24,27
Prakasam,2019,Kharif,Groundnut,2890,16.8,28.37
Prakasam,2019,Rabi,Maize,3190,24,27
Prakasam,2019,Kharif,Maize,3020,16.8,28.37
Prakasam,2019,Rabi,Onion,6960,24,27
Prakasam,2019,Kharif,Onion,7450,16.8,28.37
Prakasam,2019,Rabi,Urad,22000,22.4,27
Prakasam,2019,Kharif,Urad,140000,16.4,27.87
Prakasam,2019,Rabi,Cotton,1050,22.4,26.89
Prakasam,2019,Kharif,Cotton,990,16.4,27.87
Prakasam,2020,Rabi,Groundnut,1380,22.4,26.89
Prakasam,2020,Kharif,Groundnut,1380,16.4,27.87
Prakasam,2020,Rabi,Maize,3090,22.4,26.89
Prakasam,2020,Kharif,Maize,2770,16.4,27.87
Prakasam,2020,Rabi,Onion,4230,22.4,26.89
Prakasam,2020,Kharif,Onion,5070,16.4,27.87
Prakasam,2020,Rabi,Urad,22000,24.8,26.89
